listing_id,id,date,reviewer_id,reviewer_name,comments
10803,23535741,2014-12-03,11929216,Callum,"Lindsay is a really lovely guy who definitely goes the extra mile e.g. installing the air con in the room just for me when it was starting to get pretty hot! As the other reviews suggest you can't go wrong here - comfortable, big room, private, excellently located. I didn't find street noise a problem at all. Thanks Lindsay!"
10803,23901968,2014-12-14,10479127,Mary,"Lindsay let out a string of mandarin sentences the minute I stepped in and faced him. That was really cool and impressive! We hit it off on a good note. He also re-read my profile to find out my interests and gave me tips on where to go to get the better art and music exposure in Melbourne. It really helped that he lives so near to all these wonderful places. I loved the room and apartment; it was all eclectic and vibrant. When I arrived, he had already provided me with guidebooks to interesting places in Melbourne. Very helpful! He provided me with two towels (That was really important) and gifted me a newsletter of comics, which was really kind and sensitive of him as he seemed attuned to my interests. Lindsay's location, I would say, was the best. It was easy traveling from home to all the difference places in Brunswick, Fitzroy, city, St Kilda and to the airport!!! Lastly, the icing on the cake was when I was allowed to have a look at his working studio. My stay in Melbourne was great, no less. 

I look forward to staying with him again if I visit Melbourne again! And if Lindsay ever comes to Singapore, I'd be glad to show him around :) Thank you, Lindsay!"
10803,25492396,2015-01-18,18889850,Jessie,"I stayed at the Cool Deco Apartment as a transition from moving to Oz from the US.  Lindsay was the absolute best host for this!  He gave me great advice and helped me find my way around.  The apartment was in a great location, literally the tram into the CBD(20min) and St. Kilda Beach (45min) was less than a minute walk from the doorstep.  For any yoga or capoeira enthusiasts, there was a lovely studio downstairs and outside there were two cafes, a bottle shop and a milk bar (small market).  It was an overall great experience - Thank you Lindsay!"
10803,25881941,2015-01-28,4433733,Eleanor,"The room is nice, and has everything you need - huge bed, air-conditioner, desk etc. Lindsay was a great host, very helpful and friendly but also gave me my own space. He even let me store my bike at his place for a few days after I left! Would definitely recommend this room to anyone. :-) "
10803,26127957,2015-02-04,24437267,Laura,I really enjoy the stay here. The room is cozy and comfortable. Linsday is a very nice person. The tram stop is very close and there are some nice cafes around. Highly recommended!
10803,28403279,2015-03-23,6138684,Tim,"Convenient location.
Yoga studio is great.
Can be a bit noisy from the road and the pub across the road. 
Bathroom was unclean as was the kitchen. Made me a little uncomfortable and I ended up choosing to eat out mostly. 
The host was nice though I didn't see him much. No one was there when I arrived and for the first week of my stay. 
House is super full of stuff and quite dark. An amazing assortment of oddities filling every available space.
Room was neat and had a desk and good internet. "
10803,30542413,2015-04-24,11137224,Liz,"Had a lovely stay for close to 5 weeks in Lindsay's flat in East Brunswisk. The bed was huge and comfortable, the noise from the street was only bad when there were roadworks happening right outside. "
10803,31140639,2015-05-02,27124822,Faye,"I only saw Lindsay twice, when I arrived and when I left. I arrived later than expected which he was fine with. The room is spacious and clean. The heater was on when I got there. The place was easy to find and very accessible. Only flaw was the bathroom, it was quite small and shower over bath. Still clean though! Would recommend if you're only looking for a place to sleep at."
10803,33937550,2015-06-02,24237220,Kieran & Nandini,"The room was quite nice, it has everything one would need, the bed is very comfortable and it was warm when I arrived. I didn't see Lindsay much (only briefly when I arrived) and didn't have a chance to say good-bye. I really liked the yoga studio downstairs and enjoyed a lovely class there. The room is clean and tidy. The rest of the apartment is not very tidy, there are stuff everywhere. Can't say the kitchen was very clean. The location suited me perfectly for my purpose to coming to Melbourne. There's a few nice place to eat very close to Lindsay's place. About the noise? Well I would guess that during the week the neighbourhood is relatively quiet, but I came on a week-end and the pub opposite was very noisy. I did enjoy my time there as it worked well for me, just needed a room to stay in. Thank you Lindsay :) Nandini"
10803,34186012,2015-06-06,18628532,Dan,The host canceled this reservation 6 days before arrival. This is an automated posting.
10803,36803411,2015-07-01,4555262,Raquel,"I stayed at Linday's for a couple of weeks while i was looking for an apartament. He and her girlfriend were very friendly, although I didn't see them very much they were always willing to chat a little and provide everything that I needed during my stay. The room was very big, a bit cold but it had a little heater. The bed was huge and comfortable. Although the neighborhood is not that nice, the place was very well located with a tram stop literally at 10 meters. The city center was 20 minutes away. I would definitely stay at Linday's again, although I would try to avoid winter since the place had no heating haha Besides that everything was perfect!"
10803,38208795,2015-07-13,13836558,Adam,Nice room + Nice host = Nice stay! Thanks
10803,45056628,2015-08-31,3103278,Robbie,"The host made me feel very welcome in my time in Brunswick; he made a dinner (delish chicken curry) for me, and gave me lots of information regarding travel in the city and things to do. 

However, the problems with the room were multiple. Firstly, the room clearly had not been dusted in months. There were used condoms under the bed and underneath a cabinet. The amount of times the kitchen was tidy (ie. the space was useable and the sink was not full of dishes) could be counted on one hand. The bed was not a bed - rather, it was a futon that was incredibly uncomfortable to sleep on for more than one night. One morning I was confronted with a sink full of vomit - this had not been cleaned when I returned from work 8 hours later. A truly disappointing first Air BnB stay - I hope others in the future are not so negative."
10803,45978512,2015-09-07,40087101,Louise,"We stayed with Lindsay for 4 nights- the neighbourhood was great, and Lindsay gave us lots of good advice on places to eat and where to see live music etc. He also left travel guides and even umbrellas in our room which was much appreciated! We didn't see much of Lindsay throughout the trip, which made hanging out in his house feel a bit odd, but all in all there were no problems. "
10803,47160661,2015-09-16,27023590,Michael,"We stayed at Lindsay's place for 5 days to look for a new home. Although Brunswick itself wasn't to our taste, it was good having a tram stop into the city right outside the door. Only saw Lindsay a few times - he was quiet yet friendly and polite. "
10803,62334381,2016-02-14,21823541,Shi,That is a cool place and comfortable room! Good location too. Lindsay is friendly and polite. Told me a lot of cool places in Melbourne. That was a really nice stay!
10803,63230414,2016-02-21,24240942,Elizabeth,"The location of the accommodation is absolutely perfect. The tram stop is right in front of the door steps. 

The host is friendly and I was warm welcomed. 

The place is clean and nice and I can't complaint about anything. "
10803,63609754,2016-02-25,19689661,Alison,"We had a great stay at Lindsay's. We didn't see him much, but he was very friendly and told us about events going on around the city. The room was clean and has a very large bed. Also the tram outside was perfect for getting around and goes straight to downtown. No complaints! Wish we could have stayed longer! "
10803,66549908,2016-03-23,26006816,Ed,"Lindsay was a great host. Although he was not there when we arrived, he kept great communication prior to our arrival and made sure we knew how to get in to his very interesting, yet charming apartment. He arrived shortly after us getting in and answered our questions about the area, the city, etc. 

Brunswick East is a great spot, and Lindsays place is literally on the tram line that goes to the city centre, which is very handy, and not far from  some excellent bars and cafes - the pub across the road is really good, some great beer and live music.

Lindsay allowed us to extend our stay for an additional 4 nights, and also picked up mail for us after our stay had finished so that we could pop back and collect it. He stays out of your business, is very respectful of privacy and is very welcoming, allowing us to live in the flat as if it were your own home for your stay. Top host!"
10803,68170205,2016-04-02,62583967,Yuki,とても素敵な印象のお部屋でした｡ｵｰﾅｰと話をしたのも楽しかったです｡ｼﾃｨを散策したりしてﾒﾙﾎﾞﾙﾝが大好きになりました｡ありがとうございました｡
10803,68920614,2016-04-07,54470297,Archie,Lindsay made me welcome and my room was fine.
10803,71027991,2016-04-23,23680669,Sanya,Lindsay was a great host. He made us feel very welcome. The location is excellent and very accessible to the tram station! The room was also very cosy. Thanks for having us Lindsay :) 
10803,72974516,2016-05-06,66435294,Le,"Autumn in Melbourne is much colder than we expect. On the night we arrive, Lindsay provided a nice heater for us stay at nights. He not only provided tourist information for our reference but also led us a stylish Jazz bar and local Ozi brunch shop. In addition, his room is much bigger than the pic, and living room is well decorated with full of his dreams and imaginations. We both were feeling lucky to meet him and live his house. He is definitely a great and considerate host i have never met before. Nice meeting you and all the best there, Lindsay. "
10803,79330285,2016-06-12,66656100,Danielle,"Lindsay was wonderful and is honestly a very nice person. The room was perfect, clean, and so comfortable. He provided information on things to do around town, places to eat, etc. He even accommodated to my vegan diet by suggesting some wonderful vegan restaurants! So kind. He was also very out of the way, and I had plenty of privacy. The location is absolutely perfect being right next to the tram that goes to the city. I have absolutely no complaints. :)"
10803,81419282,2016-06-22,66043893,Rachel,"Great location & Lindsey is nice - he offered to share his coffee each morning & let me do a load of laundry (no dryer) BUT the space was dirty.  If food dishes being left out overnight & obvious dust piles on the floor & not fresh smelling sheets don't bother you then proceed.  Yes it's funky as described but a little more consideration for guests when it comes to simple floor sweeping,wiping dried toothpaste off the sink & cleaning dishes would have been nice.  
There were obvious stains on the sheets & pillow cases and as I was leaving 2 more guests were arriving while he wasn't home, so I'm pretty sure he didn't wash the sheets for them.  I stayed at friends hotel room 1 night to be in a clean bed.  
"
10803,83960302,2016-07-04,26881617,Laurice,"There was a glitch at the beginning as airbnb's routine reminder email didn't reach Lindsay and he wasn't expecting me. However, he responded promptly to my phone call and we were able to sort out a satisfactory solution. The room was exactly as described, and very warm and welcoming. I found the kitchen a little daunting, but that's not unusual for me. I enjoyed my stay in the room, and liked  chatting with Lindsay when we happened to be there at the same time. The flat is character-filled and interesting, and the neighbourhood suited me. Having trams and buses right outside was fantastic, and there was no obviously disturbing noise factor - even the pub music stopped at a reasonable hour."
10803,94209087,2016-08-15,2328290,Mohamed,Lindsay was a great host. He made me feel comfortable and we had great conversations.
10803,96055010,2016-08-21,43066312,Callum,"I stayed at Lindsay's place for 6 days with my girlfriend and it honestly couldn't have been a more perfect place to call home during our stay. The location is fantastic, tucked away in a funky area of Melbourne with a tram right outside and a great café next door. The room was clean, appealing and warm. Comfy bed and plenty of space to stash our luggage and settle in. Lindsay is very friendly and helpful, offering advice on transport before our arrival. He also left us a list of recommendations for art, music and food. While we were out a lot checking out Melbourne, it was always a delight to come back to the flat and hang out in our room or cook a meal the kitchen. We felt that we had a lot of privacy in our room and Lindsay was often out but always contactable. The flat itself is very cool with a tonne of character from all the found objects that Lindsay collects. There is even a yoga studio downstairs and managed to get a session in one morning. 
Really cannot rate this place enough. Highly recommended."
10803,97045380,2016-08-25,88991190,Theo,"Lindsay's place was really great if you want to stay in a place that is full of curiosities and odd bits and bobs.  Fantastic location, so so close to public transport was basically on the doorstep! It was really great Lindsay was reachable via text, and gave me my own space. Free wi-fi is always great! Thanks for a pleasant stay! :) "
10803,112354409,2016-11-05,2598731,Hannah,"I stayed at Lindsay's place for a month after moving to Melbourne.  For me, the location was great, close to the tram to Uni of Melbourne and after I bought a bike there was a safe, signposted path through back streets and bike paths.  There is also the Merri Creek nearby if you want to be in nature for a bit.  The house and room are exactly as described. It can get a bit cool but there is a heater in the bedroom. The bedroom was freshly cleaned. In the rest of the house there was a bit of dust and crumbs but it doesn't smell bad or anything like that. Lindsay was a helpful and accommodating host and always responded promptly to any queries I had if he wasnt at home. I recommend!"
10803,122489812,2016-12-23,103899318,Brigitte,"Lindsay was a very nice host. The room was just as we expected & very comfortable. Lindsay was really helpful in giving us advice on places to visit in Melbourne, including many cultural pamphlets and area guides. The check in was really easy and everything was prepared for us. 
The apartment was really cosy and had a nice atmosphere. It was also only a few metres from the tram stop which was really convenient for us. 
"
10803,129268632,2017-01-29,803565,Erwin,"Lindsay is a great host and this room is in an ideal location (across the street from a tram stop that runs frequently... even all night on weekends!). I'd definitely stay here again.

There's a cafe downstairs (Awkward Mike's) run by some charming guys, but you can skip the pizzeria next door (though it works for late night dining -- open til 11pm). Milkwood (cafe restaurant down Nicholson) and New Day Rising (on Blyth) are also great. There's a small convenience store (including alcohol) across Nicholson.

Keep in mind that there is a live music venue across the street, so if you're a light sleeper this might keep you up.

Being at an intersection, there were times when fumes idling at the traffic light would seep into the room, so this is something to keep in mind for people with respiratory issues."
10803,131936098,2017-02-14,40659718,Michelle,"Lindsay, and his place, were very accommodating to my circumstances and busy schedule. Commuting into the city was extremely convient and my room was big, comfortable and air-conditioned."
10803,145583590,2017-04-18,113219370,Kao,A bedroom is big. But everywhere in a house is messy.
10803,148071589,2017-04-29,124784359,Teresa,"Very hospitable and helpful host. Great access to tram network straight to the city. Lyndsay was really helpful in providing instructions on how to get there from the airport, and what to do in Melbourne."
10803,153823678,2017-05-22,95197485,Quinn,The room is comfortable to stay in and Lindsay is nice. 
10803,161396984,2017-06-18,118388580,Igor,Great place to get settled in to Melbourne 
10803,167211935,2017-07-06,136149567,Karan,It's been a great stay throughout. Lindsay helped me with locations in Melbourne and we had chat sessions  over the cup of tea.  Lindsay is a nice host definitely will suggest whose so ever looking over a budget and a nice place this stay within city.
10803,168650998,2017-07-10,135763945,Yi,"It's a convenient place to go for a trip.And it's good to meet Lindsay who is kind and helpful.就在tram96边上很方便呀,房东也很好,床很大大"
10803,183632566,2017-08-18,50768079,Kajia,Very good place with a really big bed and nice location closed to 96 tram stop. Lindsay is kind and helpful who has a good knowledge about China and mandarin. I would recommend the pizza restaurant downstairs if you wanna get something cheap and delicious for dinner.
10803,191023699,2017-09-06,30306884,Maria,The house has its own character and the location is super convenient. Lindsay is  a communicative and helpful host during my stay.
10803,200544346,2017-10-05,60485895,Bingkui,"房间所在位置交通方便,到市区不算太远,房东非常热情,善于助人,设施齐全,价格合理｡"
10803,203328093,2017-10-15,71026585,Alana,30 meters from Tram line 96 - one of the most convenient  tram lines running through Melbourne. Bout 20 minutes from Brunswick Street.
10803,211446791,2017-11-12,125366330,Jodie,"A quiet space, good facilities, excellent transport links, Lindsay is a friendly, relaxed and helpful person to stay with."
10803,212041346,2017-11-15,83691622,Nathalie,"Chambre spacieuse avec clim ( bruyante mais efficace ) dans un appartement personnalisé par Lindsay. Emplacement parfait ( tram 96) juste en bas de l entrée, 20mn pour le centre ville, 30mn pour southern cross, à peine 1h pour st kilda en ligne directe !! Parfait pour aller partout !"
10803,223842989,2018-01-01,144382914,Sandeep,Good location and value for the price.
10803,226464457,2018-01-10,7232324,Nico,"Everyone one with an alternative and more natural vibe will like Lindsay’s apartment very much. Because there is a YOGA-Studio in the house, Yogies may enjoy just falling out of bed into the really nice studio and then head off to have wonderful breckie in Melbourne."
10803,228459638,2018-01-19,6296021,Nicole,Awesome place to stay. Nice quiet location with a great cafe down stairs. Fantastic value for money. Would definitley stay again.
10803,229310799,2018-01-22,166028143,Delphine T,"Really good location, nice suburb. You are literally at the tram stop when you go out of the apartment. The bedroom is big and comfy, there is an air conditioner, so not too hot. 
Only thing was the kitchen, pretty small and not too convenient. 
But Lindsay is really nice, gave me tips and things to check nearby and in the CBD!
I recommand it!"
10803,230047707,2018-01-26,149486515,Marleen,"Our stay at Lindsay's was okay. Lindsay is a nice guy, who gave us some nice recommendations on where to go. He was easy reachable and polite. His place is quircky, which I liked, lots of interesting art. I did not so much enjoy using the kitchen as it was dirty. Lots of stickyness. Our room was okay, but could also have been a lot cleaner (dusty and some unwelcoming stains in the bedsheets). The bathroom was not as bad as the kitchen, the shower seems relatively clean."
10803,237666646,2018-02-23,44351195,Gini,"Lindsay is a nice and supportive host. He was trying to help me with a few things like pumping up the tyre of the bike. Unfortunately, I couldn’t stay there for two months as I have planned because of the noise and I am not a special case of noise sensitivity (I used earplugs all the time)!!! I had to left this place because of the noise. It is just at a really busy intersection and the old house has no insulation at all. The street goes literally through the house. Also, he bribed me to not say anything in this review about the noise and in return he would have given me a refund of one week. Poor behavior!!!! As I am an honest type, I rather want to tell the truth about Lindsay and his place for future guests. I would have appreciated the same. The apartment doesn’t look like as the pictures say. It is dirty, dusty (especially in the kitchen) and full of mould (especially in the bathroom on the shower curtain). Apart from all that it is cheap and for a couple of days maybe a good option."
10803,241365760,2018-03-09,67884812,Xl,"I recommend this place to stay because its great location, easy to get access to the city, near Lygon and Sydney road where you will have many good restaurants, also Lindsay is a hospitable host who is willing to give help and guidance. Overall it is very good impression for the first several days in Melbourne."
10803,247254208,2018-03-27,170305461,Nicola,Very pleasant apartment with easy travel to city centre (tram runs every few minutest from right outside the door). Host very helpful and friendly without being too intrusive. Highly recommended.
10803,248167191,2018-03-30,3531119,Tanner,"I really liked the space, really nice decor. For some being right up near a main Street might be an issue. But I loved having the tram literally a step outside the door. And the traffic noise didn't bother me.

Lindsay is also a very considerate easy going host."
10803,250088608,2018-04-03,32333782,Jing,The landlord was very good. I lived in his house and took good care of me. I took a long time to take a bath. The landlord short his time and gave it to me. I was very touched. I was reported to the local tour group. I was late in the morning and the landlord drove me in and drove me on time. I was able to catch up on time and provided a great help for my travels. He was a trustworthy person.
10803,250993314,2018-04-07,2643124,Bruno,Place was in a very convenient location close to some nice eateries. Not for light sleepers however as the street can get a bit busy. Liked the art deco bits and grungy feel of the place.
10803,253261830,2018-04-14,112023999,Roman,"Good, clean and cheap"
10803,255909650,2018-04-22,163523483,Jasper,Very quirky apartment with the team stop conviently located just outside the door making traveling to and from the city easy
10803,259374918,2018-05-01,27238441,Sean,"Excellent host, Lindsay makes me feel  home.great location, tram stop is inches away."
10803,260427239,2018-05-04,27038653,Miho,Lindsay is very nice person. He gave lots of information of shop or cafe. It's front of tram stop. Super easy to get there.
10803,261709273,2018-05-06,172134716,Remco,"Fijn verblijf, Lindsay is gastvrij en de locatie is prima!"
10803,265364812,2018-05-17,159535019,Guat Siew,"Lindsay would go all the way out to help me and make sure I had a pleasant stay and a great time visiting Melbourne by giving me advices and tips on everything. He always tries his best to answer honestly and truthfully.

The place is very convenient, short tram ride to CBD and well decorated with lotsa interesting small details. Great value for money. 

I’d highly recommend his place and definitely will rebook his place when I come back to Melbourne again. 

Best host I’ve ever known so far. "
10803,266959518,2018-05-21,10935397,Jgor,"Lindsay is a nice host, his place is very simple but perfect if you are on a low budget. Very well connected to the city and in a great spot to explore Brunswick and it’s surroundings. Make sure you check out “Ceres” just around the corner, it’s a pretty special place!"
10803,268727339,2018-05-25,190258729,Gregory,"Very handy location if you need to head into Melbourne CBD.
I found it a comfortable and peaceful place to stay, and was not disturbed by street noise.
The room is a generous size. The  decor is true to the listing, with the ""funky vibe"" and an intriguing mix of objects.
I was glad to have a desk and chair in the room to do some work at.
Lindsay is very accommodating and helpful with any queries."
10803,273073358,2018-06-05,44124419,Erin,Lindsay’s the best Airbnb host ever! We had so much fun staying in his place. Great location and excellent tips from Lindsay. We really enjoyed staying at his place and plan on coming back in the future! Mahalo Lindsay! 
10803,283428256,2018-06-30,179513340,Leonard,"Lindsay’s place isn’t modern but it’s clean, tidy and retro. Value for money."
10803,319989971,2018-09-08,46195242,Ping-Song,"Lindsay is an excellent host, a huge helper to me. I  adore the vintage decor style and also there's almost always a light, pleasant scent of incense floating from the yoga studios downstairs."
10803,333891142,2018-10-07,32372254,Melissa Ann,"I stayed in Lindsay's space for one month - We didn't see much of each other, both being busy and consistently on the go, or retreating to our rooms to wind down, though when we did cross paths (usually in the kitchen), Lindsay was friendly, warm, and helpful. 
The location is great; there are two cafés right downstairs (one has vegan friendly food options), also there is a pizza place right downstairs as well if that's your jam, nomnomnom; about a 7 minute walk west on Blyth there is Merri Creek bike/walk/running path which is beautiful; if you go east on Blyth towards Lygon and Sydney, you end up in the heart of Brunswick - Tons of restaurants on Lygon, all within walking distance, and an IGA Express if you need little groceries - If you keep going to Sydney road (a bit more of a walk) and go south, more restaurants, more cafés, better grocery stores, some OP shops, and Barkly Square with a K-Mart, Coles, and other little stores; if you take the tram north (stop right in front of Lindsay's) you are brought right into the CBD where there are restaurants and shopping galore. Lindsay is very helpful if you have any questions! 
I also brought my own bicycle from Canada, and was able to lock it up out back without worry as there is a solid gate. 
*As mentioned in the listing*, the space is on a busy street so if noise bothers you, do bring ear plugs. I was totally fine, but a light/fussy sleeper would notice this, especially with a pub right in front. 
Thanks again, Lindsay! It was a pleasure!"
10803,338573388,2018-10-20,190791260,Martin,"very nice place to stay, with the tram if you have a myki out side or a nice hour walk into the city. Lindsay was very helpful with places to go eat or drink"
10803,340135544,2018-10-23,117421771,Alvin,"excellent host; the location is quite convenient as the place is directly within steps of the tram; yeah, value for money."
10803,340466069,2018-10-24,90159337,William,Lindsay is a legend.
10803,344129941,2018-11-02,122471750,Tatiana,Very nice and clean place. Hightly recommend it )
